,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
122,He wrote 4 essays., He wrote several essays.,"[-1.5139278   0.43950057 -0.5267866  ... -2.6463757   0.7816052
  0.95682526]","[-1.594142    1.4690697  -0.51366967 ... -3.0649862   1.6922398
  1.759568  ]"
123,There are 25 houses on the street., There are quite a few houses on the street.,"[-2.4486325  -5.7261276  -0.20590723 ... -0.04217489 -2.2345438
  0.59596246]","[-4.2688127  -6.5163627   1.409437   ...  0.65957814 -2.856355
  2.3004537 ]"
124,I have 8 cats., I have a lot of cats.,"[ 0.38252017 -1.9431494   0.66185135 ... -1.0752623  -1.5313519
  2.1282833 ]","[ 0.22019267 -1.482166    0.638379   ... -0.67823017 -1.2694267
  1.7816306 ]"
125,She bought 5 pairs of pants., She bought several pairs of pants.,"[ 0.4756378   0.30417696  2.339519   ... -1.6860344  -2.68994
  1.9767605 ]","[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
126,He read 3 novels., He read some novels.,"[-1.3317657   0.1275416   0.75681514 ... -0.48713407  1.2276703
  3.7606018 ]","[-2.3301659   1.0266843   0.7343159  ... -0.79619527  1.522085
  3.835364  ]"
127,There are 100 books on the shelf., There are a vast number of books on the shelf.,"[-3.1928694  -3.365121    0.47646397 ... -0.28419045 -0.59764224
  1.4892533 ]","[-4.203135   -1.9285731   1.182199   ... -0.8183008  -0.22392625
  1.8644978 ]"
128,The team scored 3 goals., The team scored a few goals.,"[ 2.4969902  -0.60706234 -1.2158612  ... -2.720696   -2.9778607
  4.3164573 ]","[ 2.255875   -0.64298123 -1.655338   ... -2.581798   -3.0238106
  5.52618   ]"
129,The chef prepared 12 dishes., The chef prepared many dishes.,"[-0.92326915 -1.5696543   0.81754535 ...  0.14961797 -2.3748174
  1.0560541 ]",[-1.3377568  0.7526873  1.2637192 ... -1.5928887 -1.1772035  2.0999324]
130,The store sold 20 shirts., The store sold a significant number of shirts.,"[-1.5044914  -3.4191413   1.225145   ...  2.0146546  -3.2786644
  0.19000971]","[-0.52023345 -3.3225732   2.5519981  ... -0.39750704 -1.70122
  1.9352665 ]"
131,The garden contains 5 roses., The garden has several roses.,"[-0.12870453 -3.0329392  -0.06711874 ... -0.19687986 -3.5706933
  1.6772858 ]","[ 1.1335005  -2.5438535  -0.15454555 ... -0.03992816 -3.6641266
  2.7560613 ]"
132,The library has 1000 books., The library houses thousands of books.,[-2.8261037 -4.6003942 -0.7818943 ...  0.6971038 -3.0790215  2.2047396],"[-2.803516    0.22138539  0.96775913 ... -0.47586617  1.0370996
  3.0762913 ]"
133,The artist painted 15 pictures., The artist created numerous paintings.,"[-0.21020369 -3.9480243   2.0323744  ... -1.4237888  -2.444871
  0.8205422 ]","[-0.85255736 -0.69476795  0.58449584 ... -1.4705372   0.9626437
  0.9064624 ]"
134,The farmer harvested 50 bushels of wheat., The farmer harvested a substantial amount of wheat.,[-4.814479   0.8806539  1.3278065 ... -3.395025  -3.4424224 -2.0371041],"[-2.0582733   2.2290087   1.5778313  ... -0.777147   -0.20222852
  0.33799294]"
135,The teacher assigned 10 problems., The teacher assigned several problems.,[-1.0493218 -1.9177572  2.0716126 ... -1.0413909 -1.3774351  1.6727569],[-1.3095479 -0.480112   2.6141732 ... -1.634791  -0.7036603  1.7324296]
136,The student answered 5 questions correctly., The student got most of the questions correct.,"[-0.86535704  3.7225227  -0.16640572 ... -2.221109   -1.6030346
  1.8214605 ]",[-1.6036179  3.7163827  2.294198  ... -2.1209798  1.9553833  0.9767116]
137,The musician played 12 songs., The musician played a number of songs.,"[-0.44047946 -0.6044229  -2.0504532  ... -1.5080771   1.0872235
  1.451354  ]","[-0.46855778  0.3517118  -1.6480478  ... -1.3109407  -0.03358535
  0.00440648]"
138,The company hired 25 employees., The company hired many employees.,"[-0.1111311  -0.8739685   1.0951588  ...  0.81881034 -0.4326793
  2.9257588 ]","[-0.5702722   2.1815672   1.3092197  ... -0.59097314 -0.90241426
  3.2412987 ]"
139,The author wrote 3 chapters., The author wrote several chapters.,"[ 1.867071   -2.0714447   0.7552238  ... -1.6920706   0.90423054
  0.5125274 ]",[ 0.7101614 -1.9042295  0.4178494 ... -1.7827978  1.1608295  1.6214818]
140,The scientist conducted 10 experiments., The scientist conducted many experiments.,"[ 0.13057074  0.7598702   1.806374   ... -0.33835277 -3.9772832
  1.6169336 ]","[-1.044253    2.9367657   1.5037727  ... -0.15987875 -2.70593
  1.4216709 ]"
141,The baker sold 50 loaves of bread., The baker sold a large quantity of bread.,"[-5.9025207  -1.825056   -0.9503329  ... -2.8089752  -1.5957196
  0.11910289]","[-3.644456   -1.0749192   1.5706389  ... -2.7350988  -0.75088686
  1.5954822 ]"
142,The store had 20 apples., The store had quite a few apples.,"[-2.4360623  -4.1578765   0.85099554 ...  1.9651861  -2.836852
 -1.247077  ]","[-3.2209377  -4.585646    2.3491328  ...  1.260628   -0.92814356
 -0.20873405]"
143,The park contained 100 trees., The park had countless trees.,"[ 1.2618937  -7.344257   -0.43807137 ... -0.59841293 -1.4317158
  1.1301993 ]","[ 1.3194107  -3.3356361   1.4585271  ...  0.19356453  0.5467594
 -0.01371406]"
144,The classroom held 30 students., The classroom was filled with students.,"[-3.6813307  -4.452808    0.8820676  ... -0.22232243 -0.71355706
  3.3563426 ]","[-3.968782   -2.287088    1.8411525  ...  1.1249746   0.41793665
  2.790279  ]"
145,The concert attracted 500 people., The concert drew a large crowd.,[-2.016901  -3.1773043  1.5446095 ...  0.8110905 -1.9908017  2.859264 ],"[-0.52866143 -2.8300445   0.07926493 ... -0.29625997 -1.284088
  3.03867   ]"
146,The museum displayed 50 artifacts., The museum displayed many artifacts.,"[-2.7131057  -3.4389606  -0.30238673 ... -0.23415598  0.6764955
  2.566557  ]","[-2.359361   -1.4048252   0.29885456 ... -1.3840526   0.78209275
  1.5996529 ]"
147,The library held 2000 books., The library housed numerous books.,"[-3.1694138  -5.803053   -0.21256733 ...  1.2067804  -1.6356087
  4.417761  ]","[-0.9405295  -2.19444     1.4214739  ...  0.34175327  2.458193
  1.7554011 ]"
148,The restaurant served 100 customers., The restaurant served many customers.,"[-0.57611233 -7.1386395   1.2183356  ...  0.02348532 -2.6364686
  2.6091254 ]",[-2.2036228 -2.6455312  1.921864  ... -1.7291158 -1.6562079  2.9285176]
149,The school enrolled 500 students., The school enrolled a large number of students.,"[-2.1545615  -4.000761    1.5808496  ...  0.13980563 -4.874688
  3.5655632 ]",[-2.5135965 -1.2382661  2.321657  ... -0.9796678 -4.4930716  3.7297602]
150,The city had 1 million residents., The city had a huge population.,"[-3.9430509  -1.8735292  -1.448535   ... -0.14540197 -3.0272174
  2.6057835 ]","[-1.8046725   0.12849727  1.4440277  ...  0.1844043  -1.7892926
  1.5300347 ]"
151,The company produced 2000 products., The company produced thousands of products.,[-2.1196704  0.4506975  1.0343223 ... -1.314634  -3.2335076  2.2175689],"[-1.0626525   2.4782512   1.7268411  ... -1.8474617  -0.81561613
  2.3573253 ]"
152,The farm raised 1000 chickens., The farm raised a large flock of chickens.,"[-2.7443614  -1.6763957   1.8444916  ... -2.3094554  -0.79187953
  1.5540113 ]","[-1.9390212  -0.19436526  0.92106086 ... -2.9090557  -0.39852396
  2.5344148 ]"
153,There are 75 birds in the sky., There are many birds in the sky.,"[-0.91639775 -3.008856    2.6812432  ... -1.9070756  -2.1373196
  0.04139754]","[-1.6426861   0.3170514   0.96304333 ... -1.5221883  -1.8961927
  1.3339415 ]"
154,I ate 12 cookies., I ate a dozen cookies.,"[-2.5404782  -0.25605664  1.1468785  ... -1.5957005   0.55730635
  3.4520469 ]",[-2.1930459  2.030763   1.4826709 ... -1.9160799  1.3858341  2.7064412]
155,She read 25 books., She read numerous books.,"[-1.1227895  -0.8002195   0.47907454 ... -0.50393116 -0.79530746
  4.231697  ]","[-1.6222664   1.5449826   0.7096816  ... -0.65152735  0.01414597
  3.8226504 ]"
156,He wrote 50 pages., He wrote a significant number of pages.,"[-1.3589246  -0.61639184  0.3532944  ... -1.2306252   0.86071384
  1.2444993 ]","[-0.72061384  0.3304777  -0.44811922 ... -2.489026    1.9792063
  1.081312  ]"
157,There were 20 cars in the parking lot., There were a good number of cars in the parking lot.,"[-3.7504752  -4.4675765  -0.34311923 ... -0.4824321  -2.6232247
  0.8875637 ]","[-3.6601384  -6.509644    0.54704714 ... -0.7942416  -2.265747
  2.468213  ]"
158,I saw 15 squirrels., I saw several squirrels.,"[-2.158991   -4.2483335  -0.45375472 ... -2.4698246  -1.3507205
  2.5216408 ]","[-1.7492704  -3.1012897   0.26148373 ... -3.1908357  -0.1745916
  1.342843  ]"
159,She collected 30 stamps., She collected a large collection of stamps.,"[ 0.5936724   0.10803082  0.48259324 ...  0.12658049 -0.44337454
  1.0253265 ]","[ 0.48990524  1.0961007   1.024437   ... -0.46622893  1.3112624
  1.7152553 ]"
160,He planted 45 trees., He planted dozens of trees.,"[-0.86244404  2.3441527   1.737299   ... -1.6858501  -1.7326038
  1.8823531 ]","[-0.268628    5.1954236   0.7602084  ... -0.5994861  -0.28061324
  1.9225763 ]"
161,There were 100 people at the party., There was a huge crowd at the party.,"[-1.32839    -4.749436    2.0132008  ...  0.67503375 -1.195655
  1.1839732 ]",[-1.4544405 -2.560257   0.5196319 ... -0.842795  -1.6211479  4.0341616]
162,I answered 22 questions correctly., I answered most of the questions correctly.,"[-2.284452   -1.2728449  -0.72376806 ... -2.3159318  -0.99177647
  1.9819958 ]","[-1.8732451   0.51930124 -1.0276396  ... -1.5808482  -1.3168297
  1.2010429 ]"
163,She baked 36 cupcakes., She baked a lot of cupcakes.,"[-1.4560593   0.5656365   0.56651694 ... -3.002371   -2.277157
  3.0083172 ]","[-1.0519625   1.6574169   0.68249863 ... -3.8367622  -1.1053102
  2.8953044 ]"
164,He spent 15 hours studying., He spent many hours studying.,"[-0.40695825  0.97627413  0.3108306  ...  0.83025515  0.6510626
  2.615001  ]","[-1.9151154   1.8458782   0.6370732  ...  1.550805    0.25694448
  1.9470507 ]"
165,There are 50 stars visible., There are countless stars in the sky.,"[-2.7806094  -2.9291744  -0.16671658 ...  0.6653544  -1.3545728
  0.20720282]","[-3.8782198   0.426541    0.66846323 ... -0.07293028 -2.4245303
  0.5684495 ]"
166,I bought 6 pairs of shoes., I bought several pairs of shoes.,"[-0.38101253 -1.5946518   0.9858334  ... -1.8677481  -1.5840296
  0.948192  ]","[-1.2001646  -1.6401361   1.7889513  ... -1.5640028  -0.89467746
  2.1154087 ]"
167,She wrote 10 poems., She wrote quite a few poems.,"[ 0.61842406 -1.0762202  -0.00517598 ... -1.7231451  -1.2222446
  1.7689273 ]","[-1.2319005  -0.1162609  -0.75935465 ... -0.54563457 -1.1044731
  1.5693961 ]"
168,He planted 8 flowers., He planted a few flowers.,"[-0.18010008  3.0394905   2.0178757  ... -0.6028796  -1.314202
  2.504985  ]","[ 1.0252715   2.726703    1.4528269  ... -0.10118946 -0.68021303
  2.0195138 ]"
169,There are 75 students in the class., There are numerous students in the class.,[-1.3186541 -3.3698452  1.4423853 ...  0.8705314 -2.5909348 -0.5238451],"[-4.349235   -1.1616858   1.946479   ...  0.18926519 -2.978051
  2.8396974 ]"
170,I have 4 dogs., I have a few dogs.,"[-1.2033346  -3.9497597  -0.5483903  ... -0.87026995 -1.610691
  1.5165796 ]","[-0.21816938 -3.2116282  -0.5082876  ... -0.71990037 -1.2442073
  2.0006459 ]"
171,She read 15 books., She read a considerable number of books.,[-1.0484449 -0.7099682  0.9301416 ... -0.5564122 -1.3673865  4.995906 ],[-1.6566476 -0.5250019  0.6914413 ... -1.1128014  0.5602429  3.4380138]
172,He wrote 12 essays., He wrote several essays.,"[-0.7459586  -0.48203263 -0.6519216  ... -2.707913    1.1006771
  1.2759951 ]","[-1.594142    1.4690697  -0.51366967 ... -3.0649862   1.6922398
  1.759568  ]"
173,There were 100 chairs in the auditorium., There were ample chairs in the auditorium.,[-3.6043422 -5.704155   1.0220183 ...  1.004946  -1.0457314  0.9765213],[-3.8489418 -5.137609   0.8134075 ...  0.7902068  1.705784   2.6367748]
174,I ate 10 slices of pizza., I ate a large amount of pizza.,"[-3.007648   -0.4862002   2.4325883  ... -1.7864509  -0.07442921
  2.3592913 ]",[-2.690904   0.7804825  2.4238994 ... -1.5710807  0.8127711  2.2963955]
175,She drank 8 cups of coffee., She drank a lot of coffee.,"[-1.718207    1.3617591   3.981712   ... -2.172029    0.15011635
  4.588147  ]",[-2.3866665  2.3655305  3.34852   ... -2.144767   1.5816345  4.020517 ]
176,He spent 20 hours working., He spent a considerable amount of time working.,"[ 0.4345319  -0.29743594  0.33830386 ...  1.4450098   1.3631148
  2.4751186 ]","[-1.1654564  -1.3576332  -0.02260412 ...  1.4036565   0.900035
  2.099927  ]"
177,There are 50 houses on the street., There are approximately fifty houses on the street.,"[-2.339268   -5.717414   -0.41714954 ...  0.43926138 -1.4718235
  0.42858607]","[-3.5284674  -4.982546    2.331952   ...  0.08349665 -2.9346163
  2.7948189 ]"
178,I have 12 pens., I have quite a few pens.,"[-0.91396016 -2.7500606   1.1425291  ... -0.95607215 -1.6784033
  1.7233366 ]","[-1.8314512  -1.5647662  -0.35047537 ...  0.0101832  -1.7297194
  1.4085552 ]"
179,She bought 10 dresses., She bought many dresses.,"[-0.10373838  0.01381102  0.36735725 ... -1.1576958  -2.693531
  3.5145507 ]","[-0.06486358  1.6630752   0.33472422 ... -1.4649246  -2.2078698
  1.6978773 ]"
180,He read 18 articles., He read a good number of articles.,"[-0.35032693  0.24256231  0.24948359 ... -1.3240179   0.23590113
  3.667042  ]","[-1.7563881   0.01097785  0.0776805  ... -2.029673    1.0973186
  3.474629  ]"
181,There are 75 apples in the basket., There's a large quantity of apples in the basket.,"[ 0.03343134 -3.125224    0.5962502  ... -1.7519217  -0.51909816
 -2.1871915 ]","[-1.6056106  -1.4781598   0.92873245 ... -0.33354795 -0.12561488
 -0.58844584]"
182,I ate 8 slices of bread., I ate a large portion of the bread.,"[-2.931815   -0.38100654  2.9805803  ... -2.5887413  -0.5292707
  1.2402067 ]","[-3.1107564  -0.03217961  2.3403354  ... -0.7102115   0.57528824
  2.2244613 ]"
183,She drank 10 cups of tea., She drank a significant amount of tea.,[-1.3304744  0.7013103  3.629867  ... -2.1153004 -0.5613565  5.436487 ],[-0.9858893  1.6181071  2.741449  ... -2.1886702  1.3569036  4.1567297]
184,He wrote 15 songs., He wrote a good number of songs.,"[ 0.06561305 -0.2959761  -0.8565555  ... -1.8028748   1.6017249
  1.4036062 ]",[-1.1898129  0.5680462 -1.2456018 ... -2.753825   2.464388   1.6608336]
185,There are 60 birds singing., There is a large flock of birds singing.,[-1.0428252 -2.4032433 -0.7165309 ... -2.7443185 -3.2761972  0.5199745],[-2.047744  -1.080984   0.9923278 ... -1.6090131 -1.8953738  1.3218789]
186,I have 10 cats., I have many cats.,"[-0.07793649 -2.6993217   0.7160187  ... -0.69839126 -2.3377888
  2.5202007 ]","[ 0.3844586   0.33893797  1.2542938  ... -1.0637941  -1.6109823
  3.2188287 ]"
187,She bought 12 pairs of socks., She bought many pairs of socks.,"[-0.4325404   0.02858432  1.8669616  ... -1.1963712  -2.5176592
  2.3547873 ]","[ 0.24190848  1.3435408   2.8052564  ... -1.70134    -1.9847437
  1.4778156 ]"
188,He read 6 chapters of the book., He read a substantial part of the book.,"[-0.89947647 -0.67155814  0.5633134  ... -0.66566     1.7013805
  4.591358  ]","[-2.371617    0.7064538  -0.49029553 ... -0.07247736  1.4560294
  3.1123517 ]"
189,There are 80 fish in the pond., There are a multitude of fish in the pond.,"[-2.4088056  -3.2480743  -0.2831408  ...  1.0840082  -0.96818495
  1.1117723 ]","[-2.874852   -2.9316714   0.2680704  ...  0.13829438 -1.0096378
  2.2120404 ]"
190,I ate 15 bowls of soup., I ate a huge quantity of soup.,"[-0.6439115  -0.9683913   1.2553798  ... -1.1213777  -0.94001716
  2.8719473 ]","[-2.9036124   1.4186804   2.259627   ... -1.1384236   0.14363936
  2.6358814 ]"
191,She drank 12 bottles of water., She drank an excessive amount of water.,[-1.345504   0.8830993  3.3306692 ... -1.2022481 -0.6000623  2.8748815],[-1.1947081  2.3839264  3.1759644 ... -2.9998438  1.8318527  4.8968344]
192,He wrote 20 essays., He wrote many essays.,"[-1.3603865  -0.21309744 -0.32429835 ... -1.7350911   1.1621598
  1.8003069 ]",[-2.689038   2.9082592 -0.6280035 ... -3.0723891  1.4589605  1.4158866]
193,There are 100 houses on the street., There are numerous houses on the street.,"[-2.4067426  -5.7864084   0.21868283 ...  0.9601187  -1.3850679
  1.3549254 ]","[-3.7395303  -4.9725423   1.7751963  ...  0.67955893 -2.2280107
  2.3164487 ]"
194,I have 15 cats., I have a lot of cats.,"[-0.10823113 -3.0086505   0.88558054 ... -0.8276483  -2.1861725
  2.7782173 ]","[ 0.22019267 -1.482166    0.638379   ... -0.67823017 -1.2694267
  1.7816306 ]"
195,She bought 8 pairs of pants., She bought several pairs of pants.,[ 0.6650508  0.7132298  1.7828472 ... -2.1296105 -1.8220507  1.6731772],"[ 0.47166124 -0.21823953  1.8801314  ... -1.2098215  -2.0990345
  1.8739064 ]"
196,He read 10 novels., He read a good number of novels.,"[-1.2923698  -0.02810577  0.8368491  ... -0.6557789   0.40689066
  4.141919  ]","[-2.2572384   0.00960454  0.2459886  ... -1.528017    1.6859053
  3.5580997 ]"
197,There are 200 books on the shelf., There are a vast number of books on the shelf.,"[-3.1689675  -2.8190725  -0.01724365 ... -0.4491676  -1.3283033
  0.7925716 ]","[-4.203135   -1.9285731   1.182199   ... -0.8183008  -0.22392625
  1.8644978 ]"
198,The team scored 5 goals., The team scored several goals.,"[ 2.1822724  -0.31728917 -1.1446592  ... -3.2336085  -3.132557
  4.7235665 ]","[ 2.410527    0.35592148 -0.698807   ... -3.2342217  -3.1191533
  5.643786  ]"
199,The chef prepared 25 dishes., The chef prepared many dishes.,"[-1.1781265  -0.87901866 -0.08370301 ... -0.06042781 -1.935422
  1.6495454 ]",[-1.3377568  0.7526873  1.2637192 ... -1.5928887 -1.1772035  2.0999324]
200,The store sold 50 shirts., The store sold a large number of shirts.,[-1.7965394 -3.6814928  1.0928639 ...  0.9646788 -3.7383287 -0.1881637],"[-1.3812798  -2.0320463   2.6729956  ... -0.79200464 -1.8364072
  1.8024706 ]"
201,The garden contains 10 roses., The garden has many roses.,"[ 0.12688276 -3.4057992  -0.26677132 ... -0.23087598 -3.968864
  2.0458543 ]","[ 1.081782   -1.0800208  -0.09144672 ... -0.02414933 -3.26671
  2.5426013 ]"
202,The library has 2000 books., The library has thousands of books.,"[-1.8842474  -4.4600477  -0.72514576 ...  0.5438115  -3.0763738
  0.874181  ]","[-2.8061473   0.54651153  0.12142275 ...  0.22463216  1.0647287
  2.7865472 ]"
203,The artist painted 30 pictures., The artist created many paintings.,"[-0.66512346 -4.1828914   1.7984653  ... -0.99998116 -2.6025383
  0.07381244]","[-1.0506824  -0.20334594  0.69765306 ... -1.8806075   0.39599013
  0.7119518 ]"
