,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
123,The chair is against the wall,The chair is away from the wall.,"[-0.11385542  0.7233138  -0.6780891  ...  0.33932152  1.5869869
  2.9108086 ]",[0.15075582 1.0550351  1.7133625  ... 0.09880784 4.099516   3.2041664 ]
124,The lamp is on the table,The lamp is beside the table.,"[-0.02632979  2.1397612   0.70023125 ... -0.99679524 -1.9675412
  2.4262495 ]","[ 2.3782065   2.499911    2.4827218  ... -1.005188   -0.50028664
  2.512447  ]"
125,The books are on the shelf,The books are inside the shelf (if it's open).,"[-2.629168   -1.3913049   0.55137205 ...  0.72335166 -0.00654515
  2.4184122 ]",[-0.6778582 -0.5393685  2.578213  ...  1.7710572  1.5636605  1.9404815]
126,The vase is near the window,The vase is far from the window.,"[ 1.6809143   3.1588862   1.2238985  ... -1.1745156  -0.23205304
  2.61919   ]","[ 0.9309948   2.5412114   2.2990003  ... -1.2713102  -0.09798279
  3.0996838 ]"
127,The picture hangs above the fireplace,The picture hangs beside the fireplace.,"[ 0.2557595  -2.463361   -1.033965   ... -0.75230676 -0.84375983
  1.8123037 ]","[ 0.85663307 -2.5130227  -0.8142889  ...  0.38432387 -0.13336515
  1.1973488 ]"
128,The clock is on the mantelpiece,The clock is under the mantelpiece.,"[-0.34823966 -0.5486601   2.317526   ... -1.726626   -1.5294001
  1.0740877 ]",[ 1.3185639  0.1104706  1.7159456 ... -2.4260395 -1.0329266  2.097641 ]
129,The cat sleeps on the rug,The cat sleeps under the rug.,"[ 4.8667407   2.6190207   0.57376647 ...  0.09146619 -1.6046098
  3.7380245 ]","[ 5.1004524   3.120033    1.286823   ... -0.33922407 -0.69232094
  3.496632  ]"
130,The dog lies near the fire,The dog lies far from the fire.,"[ 1.1088324   3.0150805  -0.8131623  ... -0.12184063  0.3174887
  4.417688  ]","[ 1.5089786   3.048026   -0.2704394  ... -0.19670779  0.9062401
  4.257759  ]"
131,The bird sits on the branch,The bird sits near the branch.,"[ 0.9193721   3.444456    1.9505941  ... -1.6942104   0.07790795
  2.718117  ]","[ 1.1966207   3.6494052   2.495128   ... -0.29176775  0.87395203
  3.9899445 ]"
132,The squirrel climbs up the tree,The squirrel climbs down the tree.,[ 0.3964889  2.7162247  2.7491713 ... -3.5363941 -2.0356429  0.9362643],"[ 1.6934782   3.1962683   3.4997325  ... -3.2339036  -1.7422984
  0.76716566]"
133,The rabbit hops across the field,The rabbit hops through the field.,"[ 1.650187    0.5400676   0.5782508  ...  0.80912906 -2.2535002
  3.5959828 ]",[ 3.6801498  1.046193   0.7817151 ...  0.9071889 -2.5219176  2.9846206]
134,The deer stands in the meadow,The deer stands at the edge of the meadow.,"[ 0.22516313 -0.7219175  -1.4131556  ... -0.9274563   0.09108516
  1.9727453 ]","[-0.19646154 -0.17662899 -0.74701124 ... -0.74272305  0.07912575
  2.3815382 ]"
135,The lion rests near the watering hole,The lion rests far from the watering hole.,"[ 0.01593242  2.7671514  -0.6724927  ...  0.78950626  1.2960361
  4.3185606 ]",[1.0519373  2.8265386  0.0788469  ... 0.87118924 1.8309455  4.0341406 ]
136,The elephant walks through the forest,The elephant walks along the edge of the forest.,"[ 1.1504078   0.8913412   0.4143659  ...  1.336185   -0.19732893
  2.252563  ]","[ 0.01875427 -0.06039841  1.0519712  ...  0.90280944  0.6470586
  0.9048778 ]"
137,The monkey swings among the trees,The monkey swings from a single tree.,"[ 1.6122565   2.086993    0.21008705 ...  0.3902712  -0.8015056
  0.5626199 ]","[ 3.320011    1.1526115   2.3888571  ...  0.06439758 -0.26502252
  0.6844559 ]"
138,The zebra grazes in the plains,The zebra grazes near the plains.,"[-2.0088193   1.2577778   1.9763509  ...  1.4371872   0.36738306
  4.6310954 ]",[-1.7973684  1.8581445  2.7696462 ...  1.5313581 -0.7133111  4.686111 ]
139,The giraffe reaches up to the branches,The giraffe reaches down to the ground.,"[-0.5693637   2.9293761   4.31266    ...  0.87070745 -1.9019125
  0.4624284 ]",[-0.4356059  2.9319158  3.7565205 ...  0.5065305 -1.4208767  1.6152322]
140,The hippopotamus wallows in the river,The hippopotamus wallows beside the river.,"[-2.8063135   0.39602566 -0.9377146  ...  1.6114192  -0.38897657
  3.1999934 ]",[-2.2697964  0.7032047 -0.5143962 ...  2.2993727 -0.9741133  3.2063842]
141,The rhinoceros grazes near the watering hole,The rhinoceros grazes far from the watering hole.,"[-1.6459194   0.956002    1.0150384  ...  1.0213151  -0.55050397
  2.471057  ]","[-0.88162434  1.1451281   1.4902197  ...  0.55481434  0.04871775
  2.4092593 ]"
142,The tiger stalks through the tall grass,The tiger stalks along the edge of the tall grass.,"[ 0.95825213  0.21442077  0.93182474 ...  1.9107968  -2.5920281
  2.8625693 ]",[ 0.5665048  0.6768646  1.3377838 ...  1.6957716 -2.5361724  2.2603261]
143,The bear ambles near the cave,The bear ambles inside the cave.,"[ 1.9251255  -0.3049086   0.06150256 ... -0.5344464   1.2141658
  1.727831  ]","[ 2.5474288  -0.7340369   0.93483853 ...  0.38556868  1.7512927
  1.7256305 ]"
144,The wolf howls near the pack,The wolf howls far from the pack.,"[-0.3733419   1.9283049  -1.9339436  ... -0.41540954  0.81819355
  2.4354284 ]","[ 0.32015586  2.8818388  -1.235283   ... -0.8195253   1.109168
  1.3577324 ]"
145,The fox sneaks around the den,The fox sneaks into the den.,"[ 1.7994425  -1.2705748   0.65258706 ...  0.60029596 -0.02206011
  1.7033685 ]",[2.830451   1.080058   0.90241915 ... 0.51386684 1.4753443  1.6844004 ]
146,The owl perches on a branch,The owl perches beside a branch.,"[ 0.8333177   1.9969051   1.6704023  ... -1.2626727  -0.57166964
  1.909332  ]","[ 1.4544733   1.3377893   1.8932128  ... -0.9876939   0.10233998
  2.3217146 ]"
147,The eagle soars above the mountains,The eagle soars near the mountains.,[ 0.4509891  4.3581185  1.7506803 ... -0.7923086 -2.302569   2.3525329],"[ 0.5041816   4.5302057   2.632205   ... -0.06613594 -1.4589328
  3.6256819 ]"
148,The hawk circles over the field,The hawk circles near the field.,"[-0.04920856  1.7573276   2.2770107  ... -0.3389933  -2.771388
  4.0317187 ]","[ 0.08120917  2.1235504   2.3323379  ... -0.96820897 -2.0305867
  4.7072954 ]"
149,The kite flies high in the sky,The kite flies low in the sky.,"[ 3.2182508   2.4218373   0.9975942  ... -0.03060183 -3.7954335
  1.3247746 ]","[ 3.2130122   1.7787986   2.8128092  ... -0.20674594 -2.2022839
  1.0468047 ]"
150,The balloon floats above the houses,The balloon floats near the houses.,"[ 0.37054595  1.8229486   1.1075162  ...  0.23863423 -2.8054845
  1.2595885 ]",[ 0.6981187  2.0755894  2.411349  ...  0.9598071 -2.9278548  1.7183901]
151,The cloud drifts over the mountain,The cloud drifts around the mountain.,"[ 1.3032175   0.1222214   2.247091   ...  1.0847565  -1.2272317
 -0.03009577]","[ 1.5301617  -0.33208463  2.1552644  ...  1.2149107  -1.386448
 -0.06020735]"
152,The rain falls over the city,The rain falls around the city.,"[-1.2498999   2.0575194   0.89552236 ...  0.1660699  -4.1790676
  1.7769581 ]","[-0.6008207   1.7627962   1.0916082  ...  0.28975722 -3.1500435
  1.4106057 ]"
153,The snow settles on the ground,The snow settles near the ground.,"[ 0.26177496 -0.14416178 -0.7451431  ... -2.4212158  -1.8885193
  1.3306589 ]","[ 0.05140503  0.59247607  0.08817172 ... -2.0914857  -0.72148407
  1.9670165 ]"
154,The ice forms on the lake,The ice forms near the lake.,[ 0.3853186  0.5969174  1.1923877 ... -2.1595109 -2.4369457  0.8105666],"[ 0.08320431  2.0279708   2.0233047  ... -1.7158524  -0.769221
  1.3462075 ]"
155,The car parks in the garage,The car parks outside the garage.,"[ 1.7024869  -3.431722    1.8049402  ...  0.74410623 -4.5767074
  2.1028469 ]",[ 1.2856296 -3.6756444  2.1576598 ...  0.9588283 -5.0451136  2.5040812]
156,The bus stops at the station,The bus stops near the station.,"[-0.29760996 -3.5392592   2.3017337  ... -0.59937435 -4.8733263
  1.4642729 ]","[ 1.7322109  -0.23507187  3.545609   ...  1.01318    -2.9684584
  1.8473815 ]"
157,The train travels along the tracks,The train travels near the tracks.,"[-0.12228701 -0.95713955  2.9868412  ...  0.25766215 -2.4597826
  2.4510264 ]","[ 0.70515454  0.83175945  2.810691   ...  0.42769334 -1.3581812
  3.459357  ]"
158,The boat sails on the ocean,The boat sails near the shore.,[ 0.0989693  1.3613471  1.1066328 ...  1.7502805 -2.164235   0.7489197],[0.6657087 1.1861002 3.174478  ... 2.0165992 2.059312  2.0890048]
159,The submarine dives beneath the waves,The submarine surfaces above the waves.,"[-1.3333279   5.029818    1.4648741  ...  0.9237163  -2.6163292
  0.06161433]","[-2.4435906   5.843632    3.6027806  ...  0.78788626 -2.895162
 -0.6672576 ]"
160,The airplane takes off from the runway,The airplane taxis on the runway.,"[ 1.2952605   3.246526    4.7949367  ...  0.04355441 -1.3300999
  0.89661205]","[ 1.8350432   1.3354019   3.586198   ...  0.14600232 -1.9666075
  2.0276337 ]"
161,The helicopter hovers over the city,The helicopter hovers near the city.,"[-1.2828151   0.62747306  0.591431   ...  0.7095775  -2.304477
  1.273863  ]","[-0.6810676   1.8025167   1.3963784  ...  0.71039927 -1.7224672
  2.023792  ]"
162,The rocket blasts off into space,The rocket sits on the launchpad.,[-1.5424399  5.622602   3.6377175 ...  0.5570517 -4.0573707  1.9494591],[-3.7525737  2.799771   4.2002063 ...  0.1428059 -3.4389372  3.845626 ]
163,The satellite orbits the Earth,The satellite approaches the Earth.,"[ 0.5382193   1.1910307   2.601067   ...  0.52222234 -6.436137
  4.9408965 ]",[-2.1769166  3.419606   3.803498  ...  1.0246453 -4.2080836  3.4497287]
164,The comet streaks across the sky,The comet approaches the sun.,"[ 0.16049208  1.4630655   0.3111603  ...  0.22100756 -5.992931
  0.81039155]","[-2.504855    4.02588     0.28748345 ...  1.2655895  -4.0178246
  2.7089844 ]"
165,The asteroid approaches the Earth,The asteroid misses the Earth.,[-4.4364805  1.9718806 -0.7625904 ...  1.1168175 -1.7149074  2.036903 ],"[-4.0845504   5.899876    0.88836414 ...  0.31146726 -0.53099513
  2.3971107 ]"
166,The planet revolves around the sun,The planet is far from the sun.,"[-2.9476254   1.222921    0.51331794 ... -0.08819767 -3.4622774
  3.6838462 ]",[-2.5575004  1.9818029  1.3298004 ...  0.3317616 -1.2525283  2.2736907]
167,The galaxy spins in space,The galaxy is near another galaxy.,"[-1.9554895  -0.3806692   0.45568666 ... -1.8853222  -0.77888286
  3.3800266 ]","[-3.2143803   0.17683505  2.110911   ... -0.13750623 -1.7025889
  2.6373405 ]"
168,The sun shines on the Earth,The sun is behind a cloud.,[-2.0500221  3.5223808  2.423728  ...  0.7498619 -3.6439838  3.467701 ],[-1.1718436  1.5690079  3.6273286 ...  1.6454364 -5.230594   1.7413275]
169,The moon illuminates the night,The moon is behind clouds.,"[-0.74994045 -0.2825038   1.9818541  ... -0.6517183  -3.8908112
  0.18173926]","[-0.26065096  1.9857912   2.499156   ... -1.0352952  -4.371475
  1.4275656 ]"
170,The stars twinkle in the night sky,The stars are hidden by clouds.,"[-0.79380023 -0.71904206 -0.7795777  ... -0.9290354  -3.6808808
 -0.07970632]",[-1.9647118  1.0512139  1.7784487 ...  1.5137719 -5.0007257  1.1045312]
171,The planets align in the solar system,The planets are scattered throughout the solar system.,"[-1.8318933  -2.0534878   0.9904731  ...  0.42331606 -0.910364
  1.660657  ]","[-1.8357705  -2.4879217  -0.25986367 ...  0.7072685  -2.0880518
  2.144194  ]"
172,The comets stream through the sky,The comets are far from the solar system.,"[ 0.42283836  1.0529777  -0.43152076 ...  0.7021834  -3.9063284
  0.5453851 ]","[-0.88438815  0.08458681  0.23696229 ...  1.2395204  -1.4204586
  1.5469856 ]"
173,The meteor blazes across the sky,The meteor falls to the Earth.,[-0.9848261  3.6979225  0.8178409 ... -0.0424282 -4.0158706  1.0936378],"[-1.2547562   5.046305    0.63080204 ... -0.8864748  -0.5356159
  4.243403  ]"
174,The astronaut floats in space,The astronaut is inside the spaceship.,[ 3.121491   2.955058   0.5752251 ... -1.2329571 -0.4827177  1.2500805],"[ 1.9630407   5.7346635   2.4238944  ...  0.81407124 -2.6597407
  0.8250942 ]"
175,The space station orbits the Earth,The space station is far from the Earth.,"[ 2.197932    0.21231408  1.2770132  ...  0.25432405 -5.6106505
  2.7051322 ]","[ 0.6680871   1.5869713   3.5652661  ...  0.3886689  -3.0574853
  0.91789174]"
176,The rocket launches into space,The rocket remains on the launchpad.,"[-0.0814084   5.3419547   3.9262478  ... -0.16165139 -3.5822387
  1.8957554 ]","[-4.0210104   3.645322    2.799096   ...  0.90326536 -4.1502748
  3.0220134 ]"
177,The spaceship travels through space,The spaceship is near a nebula.,"[ 0.28926802  1.9605564   0.95785064 ... -0.15488946 -3.413884
  0.49034542]",[-2.023149   1.7416788  2.0922356 ... -0.5495035 -4.0645986  1.4540069]
178,The shuttle lands on the runway,The shuttle is in orbit.,"[-2.7324123   4.6396546   4.5202947  ... -0.19166172 -4.0418096
  2.6897113 ]",[-1.2222184  3.9587204  4.0210013 ...  0.5409283 -3.4815722  1.3937014]
179,The satellite sends a signal,The satellite receives a signal.,[-1.5779502  6.8344793  3.2338538 ... -1.0238482 -3.433838   2.3875892],"[-2.2561235   6.4251103   4.138879   ... -0.43034866 -3.7595441
  3.0325682 ]"
180,The telescope observes a star,The telescope observes a planet.,"[-2.2603512   1.0593529   2.940044   ... -0.27481437 -4.3184266
  1.9625107 ]",[-2.698839   1.3287048  4.438731  ... -0.5067243 -4.375944   1.947648 ]
181,The observatory studies the universe,The observatory is undergoing maintenance.,[-1.4062992 -1.1676682  2.5423005 ... -0.6817512 -3.7618253  1.7054583],"[-2.2957788  -2.7208667   2.7259376  ... -2.3152337  -4.3171554
  0.76757514]"
182,The astronomer researches cosmology,The astronomer observes a specific celestial object.,"[-1.2112421   1.4494876   2.97475    ... -0.87958175 -1.5264555
  1.6980942 ]","[-0.9258659  -0.47721577  3.865298   ...  1.373149   -3.4950924
  1.2031811 ]"
183,The constellation is in the night sky,The constellation is partially obscured by clouds.,[-1.8964103 -1.9746125  1.6870526 ... -1.671327   0.3030108  2.0661845],[-2.8263466 -2.8952413  2.3944016 ... -0.6066723 -2.3666656  3.0451436]
184,The pen is on the desk,The pen is under the desk.,"[ 2.178317    4.595776    1.2054597  ... -1.3981637  -0.80473155
  1.5874    ]","[ 2.1943765   6.578759    3.0334191  ... -1.8151597   0.15131734
  1.720216  ]"
185,The paper is on the table,The paper is beside the table.,"[-0.05291922  2.4426796   0.83670455 ... -1.070102    0.3387699
  1.3594044 ]",[ 2.4427965  2.907602   1.7077442 ... -1.3494346  1.7592112  1.6784108]
186,The book is near the lamp,The book is far from the lamp.,"[-1.1678253   1.4734799   1.3320556  ... -0.83983916  1.3063457
  2.3857815 ]","[-2.802043    0.59912515  2.4211926  ... -0.29024217  1.5667398
  3.24642   ]"
187,The phone is next to the computer,The phone is on top of the computer.,[ 1.1439704  5.0453277  1.6855528 ...  0.6821456 -0.2814658  1.614109 ],"[ 1.1907535   4.7500796   2.101846   ... -0.0324382  -0.19261281
  1.803602  ]"
188,The keys are in the bowl,The keys are outside the bowl.,"[ 1.7872585   3.2873535   1.2605124  ... -0.19076347  3.146302
 -0.31578633]","[ 3.569327    2.8281941   1.1567129  ... -0.557824    1.9020714
  0.46436295]"
189,The remote is on the sofa,The remote is under the sofa cushions.,"[-0.03320016  1.9437681   1.8031863  ...  1.3199493   1.5812217
  2.7978191 ]",[1.1724825  3.1401186  2.0210526  ... 0.22860503 1.1251248  2.762518  ]
190,The mug is by the keyboard,The mug is behind the keyboard.,"[-0.2675548   0.17687452  1.7035815  ... -1.3832744   0.73941875
  3.1583202 ]",[ 0.9007755  2.4064023  2.4713826 ... -1.4329022  1.6051996  2.62194  ]
191,The plant is in the corner,The plant is near the corner.,"[-0.23998064 -0.04344225  2.2368522  ...  1.9965315  -2.3786914
  3.2311592 ]",[ 1.2564592  1.1362848  2.4777637 ...  1.3714331 -3.3089993  3.2625725]
192,The chair is against the wall,The chair is away from the wall.,"[-0.11385542  0.7233138  -0.6780891  ...  0.33932152  1.5869869
  2.9108086 ]",[0.15075582 1.0550351  1.7133625  ... 0.09880784 4.099516   3.2041664 ]
193,The picture is above the sofa,The picture is to the side of the sofa.,"[-2.0780044  -2.765899    1.1677628  ... -0.92347836  0.49311766
  2.5784988 ]","[-1.4425081  -2.332914    2.2036972  ...  0.98353374  1.21817
  2.237371  ]"
194,The clock is on the shelf,The clock is below the shelf.,"[-0.58089477  0.5318597   3.303779   ... -0.36650705 -1.8310708
  1.957128  ]","[ 1.534047    0.18179134  3.984163   ... -0.76050556 -0.2983702
  2.8179848 ]"
195,The lamp is beside the bed,The lamp is across from the bed.,[ 1.4128274  2.067459   1.260353  ... -1.2579807 -0.7834149  1.2812052],"[ 0.30860373  1.2642334   2.3797503  ... -0.17946714 -0.9425188
  2.3181088 ]"
196,The shoes are under the chair,The shoes are behind the chair.,"[ 1.2348939   2.7308095   1.8172665  ... -1.1975932   0.17252016
  1.6906209 ]","[ 2.3904998   3.5575175   2.6622124  ... -0.00685011  0.33913016
  1.0622345 ]"
197,The coat is on the hook,The coat is near the hook.,"[ 2.246922    1.681755    0.29901624 ... -0.20035887  0.02185521
 -0.4273467 ]",[ 4.660323   3.5798142  1.4898664 ... -0.8378262  1.2262747  0.2573305]
198,The bag is next to the door,The bag is in front of the door.,"[ 2.7408416   3.8405826   2.0146     ... -0.08994938 -0.17157769
  0.8132701 ]","[ 2.171033    4.40921     2.6932201  ... -0.89200336  0.7015205
  1.6981851 ]"
199,The hat is on the table,The hat is under the table.,"[ 3.3976147   4.2364      0.6937248  ... -0.99062824  1.5100479
  1.3122462 ]","[ 5.743939    5.444566    2.3458388  ... -1.9572982   0.23812811
  1.852738  ]"
200,The scarf is around the neck,The scarf is in the drawer.,"[ 0.36730108  2.9586258   1.8285118  ... -0.7247804  -0.5601888
  1.6010166 ]",[3.0930219  2.8324554  2.8578436  ... 0.6822692  0.09610759 0.37670884]
201,The gloves are in the pocket,The gloves are on the table.,[1.7309856  2.595408   0.7388298  ... 1.1787308  1.5311633  0.59527385],"[ 1.2715791   1.5956953   0.34610704 ... -0.41421565  1.0421951
  2.3914871 ]"
202,The jewelry is in the box,The jewelry is near the box.,[-2.8275874  2.012296   1.1250325 ... -1.5781623  3.9914768  2.3329227],[-0.6811432  1.8814328  2.2498956 ... -1.2859329  2.9581997  3.5593784]
203,The socks are in the drawer,The socks are on the floor.,"[ 0.747775   -0.05710991  1.5277615  ...  2.7773924   0.05817954
 -0.6480903 ]","[ 0.18288071  0.15332358  2.589273   ...  1.4578842  -1.0981057
  0.8945727 ]"
