,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
124,He can drive a truck., He is qualified to drive a truck.,[ 1.8760309  8.62748   -1.1862013 ... -1.1753348  1.2219871  4.213203 ],"[ 2.481763    8.785192   -0.22235903 ... -0.56988347  2.2460504
  4.586403  ]"
125,She may move to a new house., She is considering moving to a new house.,"[ 1.9846773   1.7636094   3.741643   ...  0.21037772 -2.426723
  1.7462307 ]","[ 2.1784532   1.0519991   3.410922   ... -0.49184608 -2.535796
  1.7453614 ]"
126,They can pay the bill., They are able to afford the bill.,"[ 0.01643327  6.742883    1.2537435  ... -0.0830806  -2.0518014
  3.2192018 ]","[-0.12476382  6.477618    0.36636376 ... -0.4083897  -1.3543516
  2.040418  ]"
127,We may eat out tonight., We are considering eating out tonight.,"[-2.0161073   0.9459947   1.1699535  ... -0.60349935 -3.8755753
  3.2669113 ]","[-1.5641186  -0.31791988  0.4045203  ... -1.8306757  -3.4612572
  2.766624  ]"
128,The flight can be cancelled., The flight is subject to cancellation.,"[ 2.4443789   3.2679832   0.8485921  ...  0.21857065 -2.2796543
  3.4992943 ]","[ 0.5171572   2.7764606   2.212402   ... -0.05483484 -2.4039853
  2.8286316 ]"
129,It may be a long wait., A long wait is anticipated.,"[-3.0652738  -2.0602875  -1.6103896  ... -0.93185985 -0.66727984
  1.7376108 ]",[-1.9298563 -0.9598313  1.1391071 ... -1.4716638  0.8866016  1.572003 ]
130,He can learn a new language., He is capable of learning a new language.,[1.1771969  6.7086     1.2585332  ... 0.49115118 0.3063671  2.9050484 ],"[ 2.4308088   8.291308    1.9711213  ... -0.48894507  0.76105475
  1.6727378 ]"
131,She may start a new job., She is looking for a new job.,"[ 1.6604383   1.6609935   3.1048524  ... -0.71657854 -4.6897435
  1.4068598 ]",[ 2.6151392  4.1207595  1.8117161 ... -1.0070914 -1.626697   1.3702686]
132,They can improve their skills., They should improve their skills.,"[-2.0380969e-01  7.4180245e+00 -7.6148599e-01 ... -6.2696137e-03
 -1.8333222e+00  1.8262320e+00]",[-1.100143   6.2989383 -1.39784   ... -0.6608631 -1.4398693  2.1572816]
133,We may need a map., A map might be useful.,"[-0.24752122  2.5604658   0.99890214 ... -1.0576441  -2.5185707
  1.360353  ]","[ 0.62325984 -1.1438223   1.1495172  ... -1.6050806   0.6660281
  2.3672085 ]"
134,The flowers can bloom., The flowers are expected to bloom.,"[ 3.7067642   4.9109306  -0.49600157 ...  0.73453796 -2.8211722
  2.7788138 ]","[ 1.3731681   2.106749   -0.40069145 ...  0.22495481 -2.8839972
  2.2917078 ]"
135,It may be sunny tomorrow., A sunny day is forecast.,"[-1.2216364   1.0094562   2.1970394  ... -0.04815322 -2.7019434
  3.1201036 ]","[ 0.35311761 -1.0903956   2.515673   ... -0.5444599  -0.61058927
  2.5308928 ]"
136,He can play chess., He is proficient at chess.,"[ 3.5831661   8.665685    1.8888668  ... -0.7793431  -0.48726076
  3.7334752 ]","[2.93285179e+00 5.40637207e+00 1.94337523e+00 ... 4.08748304e-03
 1.09936036e-01 4.16280127e+00]"
137,She may get married next year., She's planning a wedding for next year.,"[ 0.92821664  4.721675    3.481987   ... -1.9614543  -1.950083
  3.044808  ]","[ 0.29277503 -1.3879225   1.8131521  ... -2.2395916  -1.9600773
  1.9384722 ]"
138,They can help their community., They should volunteer in their community.,"[-4.7696233e-03  8.0190458e+00  1.2227534e+00 ...  1.0459772e+00
 -1.9273306e+00  2.4585762e+00]","[-0.13568547  4.301688    1.2344328  ...  0.18360946 -2.9604228
  1.4697602 ]"
139,We may need a break., A break would be beneficial.,"[-1.4490646   2.3760836   1.0066875  ... -0.95331126 -2.1127186
  1.250516  ]","[-0.29831275  2.9367275   2.1224694  ... -1.53608     4.137342
  2.6886232 ]"
140,The river can overflow., The river is prone to overflowing.,[ 1.2854764  3.2758546  1.771587  ...  0.5248198 -3.3248825  2.3254826],"[-0.89496565  2.5809608   0.57061476 ...  1.8332872  -2.4362187
  1.90228   ]"
141,It may be cold tonight., Cold temperatures are expected tonight.,[-1.7118322 -0.8688734 -0.6894366 ... -1.2389196 -3.2720718  2.3672063],[ 1.4216574  1.774804  -1.1379093 ... -2.7611053 -1.0814403  2.499406 ]
142,He can fix the car., He is skilled at car repair.,"[ 2.8130913e+00  9.0222387e+00  1.9173132e-01 ...  4.9440661e-03
 -5.3299063e-01  2.8758745e+00]","[ 2.0940874   7.483387    0.02346858 ... -0.1777517   0.2528073
  4.1836934 ]"
143,She may receive a gift., A gift is likely to be received.,"[ 0.40058002  6.361398    2.1992075  ... -0.6884287  -0.3293819
  2.4728467 ]","[-0.99708056  5.8537893  -0.1935159  ... -1.3535793   3.9591777
  1.9668546 ]"
144,They can travel the world., The world is open for them to travel.,"[ 0.6045889   5.5404415   0.84569603 ... -0.3214924  -1.0155749
  2.6318378 ]",[-1.4885528  4.53548    2.268777  ... -1.7878911  1.0160071  1.5712317]
145,We may stay for a while., An extended stay is possible.,"[ 0.19237652 -1.5320705   1.6855698  ... -0.44246945 -1.6118692
  1.9945525 ]",[ 2.6974182 -2.587106   2.5804875 ... -0.6862655  1.3620075  2.6900198]
146,The building can be renovated., The building needs renovation.,"[-0.32002774  0.07726976  1.5184313  ...  0.26778358 -1.8893886
  2.3729808 ]","[-0.37571055 -1.372634    1.8924795  ... -0.08149662 -2.1364655
  1.9334952 ]"
147,It may be a success., Success is hoped for.,"[-2.3474321   1.2055818  -0.58455485 ... -0.9772753  -1.8674678
  2.419404  ]","[-1.6691971   6.1817265   1.2919073  ... -0.54176974  0.9728921
  1.5310376 ]"
148,He can be trusted., He is a trustworthy person.,[2.4841697  9.449872   1.3373406  ... 0.11141529 1.809036   3.7188134 ],[2.4531312  8.663408   1.5830778  ... 0.08594561 1.7753181  2.0347922 ]
149,She may attend the meeting., Her presence at the meeting is desired.,"[-0.88044125  2.2493896   1.949457   ...  1.259311   -3.3858073
  3.0685613 ]","[ 0.26737347  2.8555286  -0.15764767 ... -0.23713164  1.9813594
  2.2519925 ]"
150,They can participate in the event., Participation in the event is encouraged.,"[ 0.29301137  3.1058109   0.27414542 ...  0.04811855 -1.688352
  3.5659518 ]",[ 1.1419337  1.108231   1.253804  ... -1.1052047  0.645335   3.0536847]
151,We may see improvement., Progress is anticipated.,"[-1.8018373   1.4888057   0.59311926 ... -0.7431299  -3.3017528
  1.4338909 ]",[ 0.8723039  2.6925757  2.1858926 ... -0.9998738  1.0795598  2.1666002]
152,The plants may die., The plants could die.,"[ 1.8577397   3.2791302   0.34175137 ...  0.38295943 -3.8375473
  3.2761855 ]","[ 2.4999733   4.814578    0.49950257 ...  0.2546786  -1.834145
  2.9801726 ]"
153,He can cook dinner., He should cook dinner.,"[ 0.25780112  7.3500147   1.0918876  ...  0.15240607 -1.0708718
  3.2170308 ]","[-1.3169825   5.768026    0.79865944 ... -0.24876209  0.08028527
  3.1453798 ]"
154,She may be tired., She must be tired.,"[ 0.12987271  2.9752307   3.2793422  ... -0.08141532 -3.0608115
  4.0401926 ]","[ 1.2473701   5.5221596   2.6057594  ... -1.1149896   0.40070802
  3.3952858 ]"
155,They may win the lottery., They could win the lottery.,[-0.5946407  5.984381  -0.7015896 ...  0.8793027 -2.1428514  4.2740655],"[ 1.0704488   5.9640465  -0.6692397  ...  0.68955797  1.0456084
  3.7566032 ]"
156,We may go to the park., We might go to the park.,[ 1.7586702  1.1428455  2.5728657 ... -1.0851449 -2.584683   4.0256853],"[ 1.3032533   1.1275972   1.5132542  ... -0.94726354 -1.6522162
  3.473018  ]"
157,The dog can bite., The dog might bite.,"[ 3.1737847   7.6537924   0.46631575 ... -0.35446692 -0.61630946
  3.807811  ]","[ 1.8331436   6.387674    0.83815175 ... -0.15636468 -0.01507382
  2.7445912 ]"
158,It may rain today., It might rain today.,"[ 0.14351816  3.2787044   3.588826   ... -0.21856332 -4.08883
  2.8165202 ]","[ 0.36053285  3.9564004   3.8161995  ... -0.09402104 -2.9328876
  2.1399102 ]"
159,He can play the piano., He is able to play the piano.,"[ 3.003535   10.057183   -0.15315337 ... -0.48538557 -0.5744559
  3.0903223 ]","[ 2.1873336   8.351613    0.4079577  ... -0.27240556  0.8935372
  3.0262246 ]"
160,She may feel better tomorrow., She hopes to feel better tomorrow.,[ 1.0561428  5.8962097  3.082195  ... -0.7607584 -1.2840794  2.4981983],"[ 0.89409035  7.97915     2.1333067  ... -0.14357054  0.6983655
  2.6697164 ]"
161,They may need a vacation., They should take a vacation.,"[-0.01584856  2.93902     1.230032   ... -1.0467625  -0.9136615
  3.051238  ]","[-0.6313978   4.0190554   0.39975336 ... -1.6909488   1.8271223
  2.6527493 ]"
162,We may have enough time., We hope to have enough time.,"[-2.4832156   2.840922    2.065443   ... -0.04324952 -2.5050812
  1.6511484 ]","[-1.2612555   4.9924655   0.45226866 ... -0.3060152   0.22845723
  1.9061432 ]"
163,The project can be finished., The project should be finished.,[ 1.5273641  1.1447941  1.4533457 ... -0.7215185 -0.8066967  3.3090107],"[ 0.5212284   0.7707879   0.5240486  ... -0.5034358   0.17664748
  3.0402076 ]"
164,It may snow this weekend., Snow is a possibility this weekend.,"[ 0.45970795 -1.8413401   0.59872997 ... -1.9625427  -2.820996
  3.7312672 ]","[ 0.39018273 -1.734836   -0.19375865 ... -2.5746667  -1.2863885
  2.540807  ]"
165,He can speak French fluently., He is fluent in French.,"[ 0.406643    7.4946127   0.47509208 ... -0.5112677  -0.39209533
  3.3784    ]",[0.07238252 5.8647227  1.6317247  ... 0.9149489  0.07249984 4.494058  ]
166,She may leave early., She is permitted to leave early.,"[-0.3520936   3.5541973   2.2683043  ... -0.07974931 -2.2462952
  3.3552794 ]","[ 1.4964284   4.687468    1.1884264  ... -0.35441375  0.92823076
  2.8073666 ]"
167,They may attend the meeting., Their attendance at the meeting is requested.,[-1.9350616  1.1512957  0.6243525 ...  0.7151511 -3.0022037  3.2512443],"[-1.2944052   0.3366583  -0.48667789 ... -1.0120412  -0.8048493
  2.26183   ]"
168,We may find a solution., We should find a solution.,"[ 0.6301654   3.8623269   0.57994723 ... -0.5458277  -2.77796
  0.6695943 ]","[ 0.09966981  6.303715   -0.7260285  ... -0.49795285 -1.2732387
  0.56992215]"
169,The car can be repaired., The car needs to be repaired.,"[ 1.9434487   6.526583    1.341587   ...  0.42699966 -1.4659513
  3.568558  ]",[ 0.4210798  6.7006755  1.1686224 ...  1.0650595 -1.3245062  2.9554722]
170,It may be cold outside., It is likely to be cold outside.,"[-2.3334007  -0.7282199  -0.68514395 ... -1.6032988  -2.698644
  1.6437739 ]","[-2.2766986   2.7028852   0.80017316 ... -0.63899386  0.6197895
  1.2588594 ]"
171,He can help me., He is willing to help me.,"[ 0.94788855 10.603195    0.978268   ...  1.2730129   1.635603
  2.9939973 ]",[ 2.3744512 10.795102   2.0896776 ...  1.0311649  1.0417888  1.8488829]
172,She may accept the job., She is considering the job offer.,"[ 2.481732    7.5121093   1.413187   ...  0.87448317 -2.1099248
  2.3421223 ]","[ 0.8109278   4.1060576   2.425734   ... -0.45837265 -3.1990585
  2.1474574 ]"
173,They may finish the work., They intend to finish the work.,[-0.9164317  1.8410486  1.4532818 ... -0.838175  -3.4196682  4.111259 ],"[-1.0983375   3.1504903   0.33010355 ... -0.59079945 -1.7875118
  3.1810243 ]"
174,We may go swimming., We are planning to go swimming.,"[ 0.26590434  3.2202568   1.8978847  ... -0.5760544  -4.442157
  3.946675  ]","[-0.921362    2.252154    0.5729146  ... -0.79568684 -2.886354
  3.0100996 ]"
175,The game can be exciting., The game is expected to be exciting.,"[ 1.6838752   1.927288   -1.1846763  ... -0.49414346  0.7486647
  3.3712978 ]","[-0.58516836  0.8255745  -0.69008017 ... -0.73408353  1.8175529
  3.4961057 ]"
176,It may be a long journey., It is anticipated to be a long journey.,[-2.9628968 -1.4237595 -0.9124189 ... -0.8603137 -1.0414176  1.1900856],"[-1.7161691   2.4490762   0.2739128  ... -1.1636373   0.26060176
  0.7776316 ]"
177,He can write a poem., He is capable of writing a poem.,"[ 0.70287627  6.457662    0.29364854 ... -1.240402    1.3143102
  2.3946557 ]","[ 0.67618585  7.802825    1.3137481  ... -1.2810655   1.9524262
  1.9871755 ]"
178,She may get a promotion., She hopes to get a promotion.,[ 3.2417662  7.1228466  3.8256083 ... -0.1493452 -1.9723749  2.9777262],[3.1550522  8.116719   2.4641845  ... 0.31679678 0.14839268 2.5220604 ]
179,They may start a new business., They are planning to start a new business.,"[-0.49117127  1.0606992   1.5281706  ... -1.2899637  -3.7399337
  0.51745516]","[-0.85628086  1.4666059   1.1122737  ... -0.9303273  -2.287069
  0.6555583 ]"
180,We may need more money., More money is necessary.,"[-2.400314    5.7497253   1.1445341  ... -0.26293635 -3.5406563
  1.5243353 ]",[-1.7877401  7.6193857  1.4756081 ... -0.2531568  0.8952077  1.9979372]
181,The house can be sold., The house is for sale.,"[-0.12070578  0.9469621   2.9672518  ... -0.52061445 -1.69103
  2.67449   ]","[-0.72833014 -0.5428696   3.1459825  ... -0.78846663 -2.5314066
  1.6195546 ]"
182,It may be a good idea., It would be a good idea.,"[-2.3655057   0.14889158 -0.07173688 ... -0.3525537  -0.9706303
  2.5803337 ]","[-0.4450307   1.5956573   0.5292264  ... -0.05525514  2.1535056
  2.1767998 ]"
183,He can drive a car., He is allowed to drive a car.,"[ 1.3784553   9.957473   -1.0739478  ... -0.8807313   0.81179863
  4.502935  ]","[ 1.785413    7.471977   -0.39591187 ... -1.2022222   2.0284576
  3.6813536 ]"
184,She may buy a new dress., She is thinking of buying a new dress.,"[ 2.088509    3.6004102   0.54456204 ... -0.88237816 -3.6781716
  1.4378542 ]","[ 1.4173917   3.9331508   0.43597385 ... -1.3232036  -3.8565626
  1.0169324 ]"
185,They may go to the beach., They plan on going to the beach.,"[-0.09427023  2.1817467   2.657542   ... -0.22529827 -1.1769592
  3.7950284 ]",[ 0.6043889  0.6064773  2.022106  ... -1.2379338 -0.9870824  3.475428 ]
186,We may have pizza for dinner., We are considering having pizza for dinner.,[-3.2242157  0.8441233  1.0062886 ... -0.7413078 -3.0564485  2.6302235],"[-2.7315488  -0.05948144  0.64345294 ... -1.4334944  -2.5910773
  2.444475  ]"
187,The concert can be sold out., The concert might be sold out.,"[ 0.15480927  0.22082649  1.0007249  ... -0.7330963  -1.8393548
  2.998589  ]","[-0.77363795 -1.3714802   1.4491041  ...  0.1829053  -3.0467784
  1.4956951 ]"
188,It may be stormy weather., Stormy weather is possible.,"[-3.8929162  -1.4210052   0.2747469  ...  0.34625775 -4.1477547
  1.3041488 ]","[-1.5720037  -1.1834469   1.3818198  ... -1.3802819  -2.8709686
  0.43889275]"
189,He can fix the computer., He is able to fix the computer.,"[ 3.1537917   9.257488    0.4531639  ...  0.3407055  -0.87148184
  2.47135   ]","[ 2.2136600e+00  8.1767073e+00  8.7187171e-01 ...  9.1527027e-01
 -4.7532767e-03  2.2134600e+00]"
190,She may graduate next year., She is expected to graduate next year.,"[-0.7543594   4.881174    3.8046181  ...  0.06046047 -3.9129608
  5.166351  ]","[-0.7365986   4.477537    1.7249892  ... -0.31718218 -1.6941597
  4.393691  ]"
191,They may travel to Europe., They intend to travel to Europe.,"[-0.35388455  3.1601017   1.7460846  ... -1.1488153  -0.39529005
  3.9465742 ]","[-0.39289874  4.9334526   0.9279495  ... -1.3204281   0.70739925
  3.553007  ]"
192,We may need more information., Additional information would be helpful.,[-2.4401252  4.656064   0.6511906 ... -1.2184123 -2.5168374  0.9600962],"[-0.86038613  2.9170904  -0.09177496 ... -2.2312284  -1.356753
  1.6910506 ]"
193,The meeting can be productive., A productive meeting is hoped for.,"[ 1.4807272  -0.6329114  -0.4310341  ... -0.92063767  1.1196747
  1.9707001 ]","[-0.4170014   1.1644344   0.593074   ... -1.445078    3.1945987
  0.40582794]"
194,It may be a difficult decision., It is likely to be a difficult decision.,"[-3.651535   -0.3275228   0.16688013 ... -0.3081409  -1.5963066
  2.7258952 ]","[-3.581454    3.3284988   0.60569596 ... -0.29663828  1.0808154
  1.8857994 ]"
195,He can do it., He is capable of doing it.,[0.5836579 7.6390176 1.6233292 ... 0.642807  1.1527858 3.9659374],"[ 1.3128542   9.521936    1.9039377  ... -0.37586817  1.3987337
  2.4793124 ]"
196,She may lose weight., Weight loss is a possibility.,"[-0.26471004  6.5751295   1.1845471  ... -0.54020244 -3.158586
  2.895351  ]","[-1.0784724   4.830614    0.38705286 ... -0.5930869  -0.28350142
  1.1765656 ]"
197,They may win the game., They have a chance of winning the game.,"[ 1.252966    5.5620875  -0.95175785 ...  0.31967512 -2.8840683
  5.039263  ]","[ 1.5293437   4.443553    0.11733866 ...  0.66997164 -0.2593599
  3.5174484 ]"
198,We may be late., There's a risk of being late.,[-3.0747561  0.7404336  1.0887568 ... -0.6812476 -3.3692448  2.3021376],"[-2.3380818   2.7463262   1.6507244  ... -0.89772075 -0.59748465
  1.3903879 ]"
199,The store can close early., The store might close early.,"[ 0.7452037  -1.8021349   3.9574528  ... -0.09921471 -0.08950769
  1.4473891 ]","[-0.27287468 -3.7463477   3.2904804  ... -0.501999   -2.6366482
  1.1624819 ]"
200,It may be a beautiful day., A beautiful day is anticipated.,"[-1.4990202  -1.6395319  -0.29824838 ... -0.55882    -2.191333
  1.9498612 ]","[ 0.6255769  -1.8691403   1.3631428  ... -0.28554335 -0.40299332
  2.164337  ]"
201,He can be a good friend., He tends to be a good friend.,"[ 2.052281    8.084939    1.2700622  ... -0.10398959  1.1844026
  2.6838238 ]",[3.486933   3.5379941  0.713225   ... 0.07656144 0.8756094  2.5971463 ]
202,She may be happy., She is expected to be happy.,"[-0.07761355  3.7324548   3.6543097  ... -0.1804147  -3.7873607
  3.6426272 ]","[ 0.13053353  6.1311064   1.8906008  ... -0.9525386   0.41903877
  3.353657  ]"
203,They may finish the project on time., They aim to finish the project on time.,[-1.3703043  1.1881063  1.3700839 ... -1.3585294 -4.282887   3.5808935],"[-0.87825626  2.6929996   0.2567932  ... -1.0368208  -1.8944544
  2.398566  ]"
204,We may need help., Assistance might be needed.,"[-1.1963146   4.9051967   0.86817294 ... -0.08497174 -3.148589
  0.95030195]",[0.3417655  4.754367   1.1763303  ... 0.31366894 0.47208112 1.1120777 ]
205,The weather can change quickly., The weather is prone to quick changes.,[ 1.1434182  0.3166199  1.0808496 ... -2.8213246 -2.9868438  2.3641665],"[ 1.1190403  -0.09073405  1.5496808  ... -0.7806642  -2.566911
  2.5861058 ]"
