,Sentence1,Sentence2,Sentence1_embedding,Sentence2_embedding
125,His dog barked loudly.,Her dog barked loudly.,"[-0.8763878   4.2964234  -0.3639196  ... -2.4895477   0.936657
  0.55611795]","[-0.850988    4.054794    0.10690788 ... -2.4191072   0.52603775
  0.75158864]"
126,The prince married the princess.,The princess married the prince.,"[ 6.358774    5.2153287   0.60369605 ... -1.3843565  -1.9137521
  2.0449302 ]","[ 5.959793    5.6155868   0.13332102 ...  1.0807313  -1.0009648
  2.4725397 ]"
127,The nephew visited his uncle.,The niece visited her aunt.,[ 2.1559713  2.21313    2.373238  ... -2.438231   1.4543642  4.755274 ],[ 4.3318324  1.5255762  2.5481665 ... -2.331978  -0.3963989  4.7526245]
128,The brother helped his sister.,The sister helped her brother.,[3.1175833  5.448559   2.9184616  ... 0.11459748 1.8595222  3.7845242 ],[2.5411618  4.3564696  3.1235158  ... 0.77240855 1.7145643  3.081528  ]
129,The grandfather told stories.,The grandmother told stories.,"[-2.2686582   2.1962893   2.2628825  ... -0.93312454  1.0796571
  2.0618715 ]","[-0.32795355  1.1327386   1.7128578  ... -0.06813705 -0.60310686
  2.767891  ]"
130,The son followed his father.,The daughter followed her mother.,"[ 0.36531126  5.529141   -0.04628841 ...  0.16285767  0.4235876
  1.3692409 ]","[ 1.6222682   2.9563887   1.4485064  ...  0.191902   -0.12228592
  1.5608883 ]"
131,He found a wallet.,She found a wallet.,"[ 3.4516425   4.0409565   0.17251721 ... -0.17612167  1.8584969
  0.08515251]",[3.412185   3.1258378  0.72233766 ... 0.53616554 0.33762437 0.29422277]
132,The mailman delivered the package.,The mail carrier delivered the package.,"[-0.3969279   3.1821275   1.8659973  ... -1.039322    0.17861001
  1.1685178 ]","[-0.80452144  2.7153468   1.777643   ... -0.891734    0.85936534
  0.8746443 ]"
133,The sportsman won the trophy.,The sportswoman won the trophy.,"[ 2.5622127   5.2628374  -0.71410036 ... -0.54215235  1.8024385
  5.414428  ]","[ 2.525745    3.855235    1.1604233  ... -0.43547767 -1.5288483
  5.6365023 ]"
134,The king ruled his land.,The queen ruled her land.,[ 1.2993503  6.1533375  3.66037   ... -0.8891937  3.554445   2.5189576],[ 3.3573987  4.1884937  3.5565255 ... -1.4155102  1.2980137  2.552309 ]
135,The hero saved the day.,The heroine saved the day.,"[ 4.674502    8.499391   -0.41511044 ... -0.15575995 -0.16830938
  2.6725676 ]","[ 4.144047    5.720787   -0.5953433  ...  0.33565557 -0.90190697
  2.96585   ]"
136,He lost his keys.,She lost her keys.,"[ 0.71635735  7.919233    2.2658002  ... -1.9253209   2.1242185
  1.6591724 ]","[ 0.543661    7.0822935   1.7826445  ... -1.1703761  -0.14441729
  1.844269  ]"
137,The groom awaited the bride.,The bride awaited the groom.,"[ 0.6147724   0.92321366 -0.02883344 ... -0.11011227  3.3472116
  2.3623164 ]","[ 0.4282706   0.86713225 -0.47639564 ...  0.7633688   2.213713
  1.9822412 ]"
138,The father hugged his child.,The mother hugged her child.,"[ 2.5384622   6.390387   -0.00718474 ... -2.8228729   2.0135007
  3.1539812 ]",[ 3.9267685  5.7721763  1.1169108 ... -1.6029171  0.4053034  3.8984468]
139,He repaired the roof.,She repaired the roof.,[ 1.4414427  4.395527   0.9975975 ... -0.4824609  0.2241065  2.2929883],"[ 1.5083902   4.357991    1.0096357  ... -0.49683094 -0.25226894
  2.1870282 ]"
140,The landlord inspected the apartment.,The landlady inspected the apartment.,[ 1.0698429 -2.0668156  2.08545   ... -2.6461396 -2.4917312  4.1368575],"[ 0.90930414 -2.9999907   0.7347008  ... -2.014307   -0.88063437
  3.3552966 ]"
141,The salesman sold the car.,The saleswoman sold the car.,"[ 0.9729867   2.6366272   2.9224699  ... -1.3981274   0.47053638
  2.9592283 ]","[ 0.97218454  1.2573044   3.5149798  ... -1.3298037  -1.3878419
  2.3395455 ]"
142,The bartender served drinks.,The bartender served drinks.,"[-0.36807442  2.998181    3.7242265  ... -3.2925599   3.258498
  3.2999032 ]","[-0.36807442  2.998181    3.7242265  ... -3.2925599   3.258498
  3.2999032 ]"
143,He painted a landscape.,She painted a landscape.,"[-0.09352203 -1.6214691   1.7102638  ... -2.333312    1.0197527
  1.6192586 ]","[ 0.41921481 -2.3328907   2.1484456  ... -1.8938544  -0.3369668
  2.1213753 ]"
144,The poet wrote a poem.,The poet wrote a poem.,[ 1.0907292  2.3406656  0.1291845 ... -1.3060962 -0.6453329  1.7725233],[ 1.0907292  2.3406656  0.1291845 ... -1.3060962 -0.6453329  1.7725233]
145,The composer created a symphony.,The composer created a symphony.,"[ 0.34757632  2.4366317   2.2999167  ... -3.9752536   1.0807803
  0.78648484]","[ 0.34757632  2.4366317   2.2999167  ... -3.9752536   1.0807803
  0.78648484]"
146,The director filmed the movie.,The director filmed the movie.,"[ 1.0631224   1.5535263   1.678275   ... -0.5055397   0.38903847
  4.3768196 ]","[ 1.0631224   1.5535263   1.678275   ... -0.5055397   0.38903847
  4.3768196 ]"
147,He studied hard for the exam.,She studied hard for the exam.,[-2.8377323  6.300145   1.7230492 ... -2.0052433 -0.9982907  3.5967672],[-2.2961428  5.9673758  2.7310765 ... -1.5039475 -2.7765586  3.878267 ]
148,The student aced the test.,The student aced the test.,[ 1.1227555  4.833051   1.3996048 ... -2.0371592 -1.3880291  2.0231216],[ 1.1227555  4.833051   1.3996048 ... -2.0371592 -1.3880291  2.0231216]
149,The teacher graded the papers.,The teacher graded the papers.,[ 0.6128182  2.2859948  2.5181057 ... -2.305041  -1.7372106  2.5575502],[ 0.6128182  2.2859948  2.5181057 ... -2.305041  -1.7372106  2.5575502]
150,He wrote a novel.,She wrote a novel.,"[-1.5243156   2.4430292  -0.01510496 ... -1.8467522   1.1211278
  3.1923077 ]",[-0.9855873  1.678076   0.9100849 ... -1.3812525 -0.6100058  3.50534  ]
151,The author published her book.,The author published his book.,"[ 1.3264275  -0.94170254  1.1411514  ... -1.4599943  -0.20910299
  3.1750767 ]","[ 1.118247   -0.30802187  1.0388643  ... -1.5344201   0.5482617
  2.802905  ]"
152,The artist created a sculpture.,The artist created a sculpture.,"[-0.9491139  -0.25671205  1.131008   ... -1.5342118   0.38287494
  1.8589505 ]","[-0.9491139  -0.25671205  1.131008   ... -1.5342118   0.38287494
  1.8589505 ]"
153,The musician performed a concert.,The musician performed a concert.,"[-0.71283656  0.25004017 -1.1130556  ... -1.5916581  -1.9857677
  2.691018  ]","[-0.71283656  0.25004017 -1.1130556  ... -1.5916581  -1.9857677
  2.691018  ]"
154,He climbed the mountain.,She climbed the mountain.,"[ 2.8712833   5.549355    1.5243574  ...  1.1312749  -0.20040369
  4.36334   ]",[ 3.3709366  4.857986   2.019458  ...  1.2754239 -1.8894417  4.728537 ]
155,The adventurer explored the jungle.,The adventurer explored the jungle.,[2.0122154  1.9455351  0.15124659 ... 0.14109369 0.11303266 0.8251378 ],[2.0122154  1.9455351  0.15124659 ... 0.14109369 0.11303266 0.8251378 ]
156,He built a sandcastle.,She built a sandcastle.,"[ 1.746452    3.1515522   1.8218851  ... -2.262108    1.0382774
 -0.01608082]","[ 2.2587054   2.07635     2.5462139  ... -2.2121089  -0.49278918
  0.03699239]"
157,The child played in the sandbox.,The child played in the sandbox.,"[ 0.9194032   1.5717975  -0.6652083  ... -3.1232166  -0.25151032
  3.128734  ]","[ 0.9194032   1.5717975  -0.6652083  ... -3.1232166  -0.25151032
  3.128734  ]"
158,The customer ordered food.,The customer ordered food.,[0.96689034 2.8445923  2.8221254  ... 0.4156773  0.20369896 3.4540703 ],[0.96689034 2.8445923  2.8221254  ... 0.4156773  0.20369896 3.4540703 ]
159,The waiter brought the bill.,The waitress brought the bill.,"[ 2.7942379   1.9363822   2.3245993  ... -1.004471    1.5808357
 -0.19160432]","[ 2.2949927   1.9310695   2.442291   ... -0.3959799   1.4037768
  0.87307405]"
160,He drove a taxi.,She drove a taxi.,"[ 1.0725896   3.775177   -0.53043157 ... -0.39771312 -0.58444804
  4.0263486 ]","[ 1.5173857   2.6116977  -0.16055527 ... -0.11133637 -2.4697633
  3.5905724 ]"
161,The driver took a passenger.,The driver took a passenger.,[ 1.7403898  2.5557232  0.6514615 ... -1.3893008  3.175874   3.0728025],[ 1.7403898  2.5557232  0.6514615 ... -1.3893008  3.175874   3.0728025]
162,He flew a plane.,She flew a plane.,[ 0.8985753  7.8302536 -0.3279136 ... -2.30182    0.4145504  5.3651457],"[ 1.6052055   6.510657    0.29915595 ... -2.1229875  -1.383777
  5.4594326 ]"
163,The pilot landed safely.,The pilot landed safely.,"[-0.04441712  6.267611    3.4268486  ... -1.9117209   0.31564006
  3.8825374 ]","[-0.04441712  6.267611    3.4268486  ... -1.9117209   0.31564006
  3.8825374 ]"
164,The CEO addressed the employees.,The CEO addressed the employees.,"[-2.1433914   2.0641549   0.41163003 ... -0.94792813 -0.21156943
  4.0797596 ]","[-2.1433914   2.0641549   0.41163003 ... -0.94792813 -0.21156943
  4.0797596 ]"
165,The manager reviewed the report.,The manager reviewed the report.,[ 2.6998298 -1.4462428  1.3324778 ... -2.343945  -1.626599   2.8538942],[ 2.6998298 -1.4462428  1.3324778 ... -2.343945  -1.626599   2.8538942]
166,He led the team to victory.,She led the team to victory.,"[ 0.3255376   5.420161   -0.27144462 ... -0.14152506  0.05095026
  5.315182  ]","[ 0.81721133  4.2741237  -0.05964725 ...  0.29758087 -1.7241975
  4.938098  ]"
167,The captain steered the ship.,The captain steered the ship.,"[-1.7998937   5.503146    2.0896773  ...  0.02833162  1.905283
  0.6573744 ]","[-1.7998937   5.503146    2.0896773  ...  0.02833162  1.905283
  0.6573744 ]"
168,He designed a website.,She designed a website.,"[-0.27798727  2.0688596  -0.35049286 ... -2.2012658  -1.6883341
  0.95373803]","[ 0.519919    0.85859317  0.55203855 ... -2.080738   -3.9980178
  1.2846358 ]"
169,The developer launched the app.,The developer launched the app.,"[-0.901421   -3.0033007   1.2375649  ... -0.67265517 -0.5133722
  1.1677706 ]","[-0.901421   -3.0033007   1.2375649  ... -0.67265517 -0.5133722
  1.1677706 ]"
170,The mechanic fixed the engine.,The mechanic fixed the engine.,"[ 2.2810495   6.4370995  -0.42171833 ... -1.9817047  -1.0146551
  2.7246869 ]","[ 2.2810495   6.4370995  -0.42171833 ... -1.9817047  -1.0146551
  2.7246869 ]"
171,The electrician wired the building.,The electrician wired the building.,"[ 4.0033636   3.9709942   1.0247129  ... -0.84130204 -3.092259
  0.8799892 ]","[ 4.0033636   3.9709942   1.0247129  ... -0.84130204 -3.092259
  0.8799892 ]"
172,He prepared the presentation.,She prepared the presentation.,"[-1.5082945   2.4878368  -0.12554613 ... -2.281512    1.4530079
  2.4274118 ]","[-0.881543    1.7966807   0.4635934  ... -1.6119207  -0.27331585
  2.5443356 ]"
173,The speaker gave a speech.,The speaker gave a speech.,"[-1.6550144   3.1618245   0.43219772 ... -1.2565712   1.9578924
  1.9738331 ]","[-1.6550144   3.1618245   0.43219772 ... -1.2565712   1.9578924
  1.9738331 ]"
174,The chef cooked dinner.,The chef cooked dinner.,"[ 0.71196586  3.5191147  -0.02367229 ... -0.5181726  -2.1797943
  2.8121352 ]","[ 0.71196586  3.5191147  -0.02367229 ... -0.5181726  -2.1797943
  2.8121352 ]"
175,The baker baked a pie.,The baker baked a pie.,"[-0.59050983 -0.20292906 -0.3546364  ... -3.0321815  -1.2061284
  2.1564825 ]","[-0.59050983 -0.20292906 -0.3546364  ... -3.0321815  -1.2061284
  2.1564825 ]"
176,The tailor sewed a dress.,The seamstress sewed a dress.,"[ 2.813311    0.9205961   1.3167508  ... -1.5179011  -0.12188006
 -0.48042083]","[ 4.566834   -0.3048087   2.266259   ... -0.43036804 -0.695799
 -1.2635161 ]"
177,The carpenter built a chair.,The carpenter built a chair.,[ 0.9323448  1.342693   0.9074211 ... -1.3257668  3.748682   0.5880656],[ 0.9323448  1.342693   0.9074211 ... -1.3257668  3.748682   0.5880656]
178,He played the piano.,She played the piano.,"[-0.08721831  5.490936   -0.8140167  ... -1.3284838  -0.13534608
  4.0846033 ]","[ 1.1261488   3.968675   -0.36167955 ... -0.9260127  -3.0847418
  5.278349  ]"
179,The musician composed a song.,The musician composed a song.,"[ 1.0769514   3.610007   -0.06823199 ... -2.9187644   0.9472866
  1.3749166 ]","[ 1.0769514   3.610007   -0.06823199 ... -2.9187644   0.9472866
  1.3749166 ]"
180,The singer sang beautifully.,The singer sang beautifully.,"[-0.76380306  4.651746    1.0057342  ... -1.6847988  -0.95177335
  1.6456856 ]","[-0.76380306  4.651746    1.0057342  ... -1.6847988  -0.95177335
  1.6456856 ]"
181,The dancer performed gracefully.,The dancer performed gracefully.,"[ 0.80705756  1.1557708  -0.5468975  ... -0.88132775 -1.7477033
  3.365171  ]","[ 0.80705756  1.1557708  -0.5468975  ... -0.88132775 -1.7477033
  3.365171  ]"
182,He wrote a song.,She wrote a song.,"[ 0.25987846  3.5464683  -1.2225336  ... -1.740588    1.4429444
  2.1463656 ]","[ 0.59337723  2.972523   -0.4241681  ... -1.0901761  -0.28703398
  2.5276492 ]"
183,The songwriter released an album.,The songwriter released an album.,"[ 0.8801263  -0.36363468 -0.11709452 ... -1.9021335   1.6792232
  2.163045  ]","[ 0.8801263  -0.36363468 -0.11709452 ... -1.9021335   1.6792232
  2.163045  ]"
184,The producer made a film.,The producer made a film.,"[-1.076936    3.2976627   0.62653697 ... -0.84808785  1.8119797
  2.2499943 ]","[-1.076936    3.2976627   0.62653697 ... -0.84808785  1.8119797
  2.2499943 ]"
185,The actor received an award.,The actress received an award.,"[ 2.2069669   6.693126    1.2905668  ... -0.19301964  2.0506425
  4.546967  ]","[ 1.9583322   5.6329346   2.6061237  ... -0.30977905 -0.5281563
  5.041822  ]"
186,He directed the movie.,She directed the movie.,"[-0.7004448   2.6059072   0.6053473  ...  0.3463963   0.82538223
  4.5975566 ]","[-0.01067457  1.8022244   1.1448898  ...  0.63706523 -0.61326444
  4.5283484 ]"
187,The filmmaker premiered their work.,The filmmaker premiered their work.,"[ 0.20031475 -2.3077505   1.8335813  ...  0.27862313 -2.934905
  3.0478218 ]","[ 0.20031475 -2.3077505   1.8335813  ...  0.27862313 -2.934905
  3.0478218 ]"
188,He designed a building.,She designed a building.,"[-0.7110141   2.3613148  -0.8833658  ... -1.6404445  -0.7469562
  0.88302296]","[-0.15923233  1.1760349  -0.10492711 ... -1.6556842  -2.9212728
  1.2223155 ]"
189,The architect planned the city.,The architect planned the city.,"[-2.0805182  -2.9417808   0.38053015 ...  0.02250571 -1.4724054
  1.6613652 ]","[-2.0805182  -2.9417808   0.38053015 ...  0.02250571 -1.4724054
  1.6613652 ]"
190,The doctor treated the patient.,The doctor treated the patient.,[ 1.1924709  7.606673   1.9977189 ... -1.6360455  1.5023397  1.6437483],[ 1.1924709  7.606673   1.9977189 ... -1.6360455  1.5023397  1.6437483]
191,The nurse cared for the sick.,The nurse cared for the sick.,[ 4.681063   4.391391   1.5529727 ... -2.0873122  0.5435292  2.6436222],[ 4.681063   4.391391   1.5529727 ... -2.0873122  0.5435292  2.6436222]
192,The lawyer defended the client.,The lawyer defended the client.,"[ 2.1335475   7.943197    0.28843537 ... -1.9785639  -0.6791251
  3.9286375 ]","[ 2.1335475   7.943197    0.28843537 ... -1.9785639  -0.6791251
  3.9286375 ]"
193,The judge ruled on the case.,The judge ruled on the case.,[0.69888544 2.871271   1.0282023  ... 0.12947272 0.71842784 4.644297  ],[0.69888544 2.871271   1.0282023  ... 0.12947272 0.71842784 4.644297  ]
194,The policeman investigated the crime.,The policewoman investigated the crime.,"[ 2.333995    2.9352942   1.3590318  ... -0.86773187 -1.8587385
  1.6653705 ]",[ 3.16249    2.7071629  1.3473972 ... -1.9274145 -1.6254251  0.8210155]
195,The firefighter extinguished the fire.,The firefighter extinguished the fire.,"[ 2.3347347   7.144627    1.8589878  ...  0.13077235 -0.83631754
  2.8339562 ]","[ 2.3347347   7.144627    1.8589878  ...  0.13077235 -0.83631754
  2.8339562 ]"
196,The soldier fought bravely.,The soldier fought bravely.,"[ 1.3660246   7.3357787   0.97662973 ... -2.24875    -2.7336557
  2.5784035 ]","[ 1.3660246   7.3357787   0.97662973 ... -2.24875    -2.7336557
  2.5784035 ]"
197,The sailor navigated the ship.,The sailor navigated the ship.,"[ 0.01135141  2.6753807   3.199505   ... -0.15183094  0.8734159
  0.17101274]","[ 0.01135141  2.6753807   3.199505   ... -0.15183094  0.8734159
  0.17101274]"
198,He traveled the world.,She traveled the world.,"[-1.0512964   4.251774    2.098518   ... -0.18835883  1.4336293
  4.1629515 ]","[-0.3768503   3.4586406   2.5092661  ... -0.13359484  0.16052006
  4.7201133 ]"
199,The explorer discovered new lands.,The explorer discovered new lands.,[ 1.179283   5.49945    1.4218217 ... -1.6046876  2.6434133  0.5774805],[ 1.179283   5.49945    1.4218217 ... -1.6046876  2.6434133  0.5774805]
200,He wrote a poem.,She wrote a poem.,"[-0.549246    3.014333   -0.30396834 ... -2.2834387   0.7541464
  2.5420222 ]","[-0.0658684   2.0637481   0.28778428 ... -1.7278478  -0.97793216
  2.9153776 ]"
201,The poet recited their work.,The poet recited their work.,"[-0.13878919  1.470858   -0.50270355 ...  0.336274   -0.61864537
  2.0132275 ]","[-0.13878919  1.470858   -0.50270355 ...  0.336274   -0.61864537
  2.0132275 ]"
202,The author signed their book.,The author signed their book.,"[ 0.9364395   2.1507628   1.515988   ... -1.3804036   1.05731
  0.41179776]","[ 0.9364395   2.1507628   1.515988   ... -1.3804036   1.05731
  0.41179776]"
203,The mayor addressed the city council.,The mayor addressed the city council.,"[-1.4377239   1.717887   -0.68143713 ... -0.98383564 -2.2124524
  3.5542715 ]","[-1.4377239   1.717887   -0.68143713 ... -0.98383564 -2.2124524
  3.5542715 ]"
204,He donated to charity.,She donated to charity.,"[ 0.92223203  8.801318    1.2215335  ... -1.0876739  -0.7142798
  2.9853334 ]","[ 1.6384332   8.303008    1.551905   ... -0.50829774 -2.837515
  3.0927913 ]"
205,The foreman supervised the crew.,The forewoman supervised the crew.,[ 1.1122173  0.8893035  1.6141495 ... -2.014789   2.8744998  1.4550867],"[ 1.843031   -0.21591507  1.5111625  ... -1.5268058   1.7253526
  1.9571848 ]"
206,His assistant helped him.,Her assistant helped her.,[3.775428   6.847183   0.35735494 ... 1.2149633  4.017331   1.6029246 ],[4.101341  5.56504   0.6344264 ... 1.4408319 2.3201506 1.8074573]
207,The grandfather showed his grandson photos.,The grandmother showed her granddaughter photos.,"[ 0.14739092  2.3215008   1.6401386  ... -1.6649206   3.0411363
  0.99925   ]","[ 2.0125551   0.83619446  1.6640478  ... -0.82434326  0.5107253
  1.7588719 ]"
208,The father taught his son to ride a bike.,The mother taught her daughter to ride a bike.,"[ 0.05711119  6.7799797  -2.6664793  ... -2.010156    0.4710056
  3.7435863 ]",[ 2.1758084  4.785113  -2.059217  ... -0.9697975 -2.1666605  4.2062535]
209,The uncle told his nephew a story.,The aunt told her niece a story.,[ 1.5119759  1.804178   1.0998886 ... -1.6990232  1.1623132  3.4440794],[ 3.7445278  0.5180491  1.9900142 ... -1.3458322 -0.5954595  3.996899 ]
210,He read a bedtime story to his child.,She read a bedtime story to her child.,"[-0.6848567   3.0248199  -0.65132725 ... -0.52679384  2.802509
  2.0157497 ]","[-0.11785923  2.1973538  -0.2964596  ... -0.15454891  1.4325691
  2.1341295 ]"
